epoch,avg_loss,avg_ddpm,avg_x0_latent,avg_recon_aux,avg_perc,avg_fft,avg_lap,avg_patch_perc,avg_contrast,avg_local_contrast,lr
11,4.146440313864871,0.26780376768741027,2.030727541326797,0.06662552083501393,0.3548700750866301,0.6349570246277844,0.09653822482367184,0.05611967426551329,0.5320292897154973,0.1067691767007186,0.000993790748315063
12,4.060777180585849,0.2691329195584445,1.9575149279877855,0.06717689833506188,0.3559287342939953,0.6268355877273033,0.09536940207114643,0.0558190757980623,0.5261154320187472,0.10688420711027782,0.0009909655444574092
13,3.8682590578987037,0.2566402257714678,1.8299220731796562,0.06600209577962224,0.34867025990815403,0.6101326107537849,0.09250293532214168,0.05530517529948866,0.5055824813057477,0.103501193836313,0.0009876180822682916
14,3.9181195762095706,0.2640535768931651,1.8732383844342757,0.0664069864269617,0.3497309972579176,0.6115332318587015,0.09237005279322515,0.055195619311969174,0.5021737323828162,0.10341700776015052,0.0009837521136131346
15,3.857443361629246,0.28558482272400026,1.846179192150804,0.06352941995273022,0.3406870576257917,0.6037165275631351,0.08983984495410936,0.05365594038246004,0.47419280391622853,0.10005775082778327,0.0009793719715040345
16,3.791961000380181,0.2677623158138195,1.7582945859314627,0.06838524489836945,0.3449225517589273,0.604062276174637,0.0922548606780469,0.05503821735064764,0.4981040524229242,0.10313689004074042,0.0009744825652432899
17,3.5129919350514722,0.2575296470616931,1.532694380921019,0.06442607405369254,0.3436662198197092,0.5989030011999622,0.08938197715095395,0.05386305100522228,0.4731094493506575,0.09941813151975669,0.0009690893749209824
18,3.6307106754488774,0.2650542241939184,1.6499850654770172,0.06541126754833099,0.33979971400024567,0.5912054758771574,0.09042673474395907,0.05391673407943416,0.47441268919446905,0.10049876360091783,0.0009631984452728237
19,3.502198890751887,0.25564816875214447,1.5378434975113624,0.06743245755589847,0.33943315170034677,0.5847345003731889,0.08895952724903344,0.05369552564675174,0.4750540006294865,0.09939806154583444,0.0009568163789052185
20,3.478759319802836,0.26639533482127936,1.5372046046303505,0.06385904827307905,0.3331465345294055,0.583900345092049,0.08803685728354901,0.05277150342041114,0.45580907365360035,0.09763602378896441,0.0009499503288949827
21,3.4538379206463383,0.2554363332302384,1.5057179253679298,0.06743904903907738,0.3388412451387628,0.5817834884479514,0.08899544052430572,0.05395502487999076,0.4608656737664037,0.1008037365215076,0.0009426079907721069
22,3.2669553218728664,0.27369850336527507,1.368171150497541,0.0629557103513477,0.32869609322688287,0.5790304031898297,0.08716471767473309,0.05206301202825311,0.420145348362101,0.09503038763614088,0.0009347975938945402
23,3.2642827348556236,0.26283569027251724,1.3598988264978262,0.06472305706834235,0.329878838863752,0.575436146426877,0.08759283030499806,0.05258742063024923,0.4347102585284248,0.09661966489235217,0.0009265278922246501
24,3.2243156337561647,0.2762111834581693,1.3113411678444553,0.06282887551543083,0.3255337221426235,0.5777818320638302,0.08607403647140789,0.05192448796173868,0.43677633698529,0.09584398909199766,0.0009178081545177104
25,3.2273659591463137,0.2654902513496952,1.3326455859109099,0.06292717262147093,0.32787256783423385,0.576077663281108,0.0861547145987924,0.052208309420114604,0.42826217587270143,0.09572752299414243,0.0009086481539333854
26,3.1222068349177388,0.24994373708746928,1.2684168936443572,0.062188336919676214,0.32492402968549255,0.5733878894005104,0.08526121946246938,0.05178935357292542,0.41246253830804486,0.09383284025877237,0.0008990581570818964
27,3.190646085286405,0.25920392643590257,1.3048766391988011,0.06314126537646524,0.3247275145680778,0.5743889877740317,0.08640873114292484,0.05214071418841986,0.4299469378222189,0.09581136252184463,0.0008890489125171118
28,3.1587454080581665,0.30100467727957675,1.2361987376087213,0.06351227215439559,0.3239648268729191,0.569944464138786,0.08682604895677284,0.05190642168986555,0.4300062244691405,0.09538172861347584,0.0008786316386894658
29,3.1117365048640164,0.27063862019351714,1.2251212245999443,0.06431613954842899,0.3187658545525536,0.5712792409260088,0.08632811738129903,0.05133915135726498,0.43026866140498626,0.0936794909780659,0.0008678180113722269
30,3.030365014046835,0.25996414400262785,1.1860872567843752,0.0633297144801674,0.31790736040190026,0.5697321599273587,0.08601685128325158,0.05124437921070729,0.4029268556344524,0.0931562927543529,0.0008566201505751823
31,2.9430032796542243,0.26323380546400876,1.1250420522746318,0.060430100558580585,0.3093780749666926,0.5648515121563442,0.08359679209732171,0.04991630231100336,0.3963005892362827,0.09025405525573232,0.00084505060696043
32,2.9382537312337123,0.2676558216431427,1.1192026194368756,0.06098533590219722,0.311166495727846,0.5641525517483087,0.0847131701877614,0.05033918660772567,0.3886383002240362,0.0914002547474663,0.0008331223477754731
33,2.917075258441977,0.25315878985095974,1.0824289362115094,0.06406571285778476,0.3133772594438528,0.5638060730350297,0.08542093418253777,0.05115508949946791,0.41072549392801105,0.09293697292327366,0.0008208487423194209
34,2.826789179506784,0.26359391860197656,1.0130450858294724,0.06131488728795187,0.30994885118101734,0.5611583927115735,0.08317443251187205,0.05012509226913848,0.39380795291237963,0.09062057851128161,0.0008082435469585623
35,2.9026941806261695,0.26493687509087116,1.0621449244535917,0.06408545487639569,0.3138415600952914,0.5627716312279095,0.08584332718076379,0.05117161892487698,0.40413261582080445,0.09376616593629453,0.0007953208897081024
36,2.940735462414498,0.25124516157687754,1.114403315746879,0.06284408353765193,0.3149157677089242,0.5611746344995557,0.08575639547607902,0.051402221563583386,0.40566295207134745,0.0933309316028796,0.0007820952543973557
37,2.8384111893309325,0.2734630550964105,1.0347792141302574,0.06076326292885511,0.30454814544294384,0.5619078647855178,0.08218595964096845,0.049140124392274276,0.3837246537167216,0.0878989114282531,0.0007685814644361486
38,2.88723625854558,0.25649819540156454,1.0592065583386272,0.06372412022676333,0.310656137654211,0.5640029513659518,0.08533213966504272,0.05086737135873071,0.40504624692289076,0.09190254373207192,0.0007547946662006055
39,2.7863127438560515,0.2534449732685565,0.9925599951726533,0.06121639422521124,0.3063377090046497,0.558807389032091,0.08290183684488922,0.04970036885493266,0.39318391262942926,0.08816015831299319,0.0007407503120569517
40,2.747530699070226,0.25603338086555005,0.9679132583706138,0.059866234609620636,0.301762898196495,0.5568197944675803,0.0829589089743894,0.049706577711523904,0.3833879562997421,0.08908169345904955,0.0007264641430423726
41,2.756512092015305,0.25812003723447324,0.9897286130595405,0.0589414035635007,0.3018231425806421,0.5572461587653648,0.0826851482240141,0.049546978189512335,0.3704769683923715,0.08794364272748866,0.0007119521712223146
42,2.6839076039529464,0.26420099572488137,0.9207330145281722,0.058477319478437435,0.29922396791628053,0.5540380241618057,0.08111694143710683,0.048657960712027756,0.37132355025550295,0.08613582711055894,0.0006972306617440158
43,2.689933722321996,0.2608897534154416,0.9353639593533942,0.06054393239732735,0.29808921285166545,0.5519063911514424,0.08229150767317535,0.049110507520211975,0.364833465282393,0.08690499005157101,0.0006823161146063891
44,2.627182304050714,0.24438640426417454,0.8920289758229961,0.05903668610124163,0.29948683309055285,0.5511783358127651,0.08172635384978848,0.04918967556947918,0.36361148547835914,0.08653755712928078,0.0006672252461666732
45,2.5827478173334706,0.26156238098386225,0.8486291496508035,0.057896705913907505,0.29225032373289,0.5502965437425197,0.08144488668416049,0.04839300567745868,0.3570635623669507,0.08521126617899144,0.0006519749704045949
46,2.5704535654528957,0.24912063272087978,0.8627943875389829,0.057892804650725334,0.2938919960074448,0.5498464709806972,0.08023398199592947,0.04817670554901059,0.3446763437333185,0.08382024390234827,0.0006365823799650254
47,2.539164897545933,0.26835920301374533,0.8220458181733414,0.05683806541682429,0.28575115421219616,0.5501199793139456,0.08008707948396518,0.047367532084134446,0.34593588520305374,0.08266017390771065,0.0006210647270003914
48,2.605011368797387,0.26759919326121684,0.8677068774722765,0.05819964326077523,0.29035923115532436,0.5536939387477282,0.08067410744258126,0.04802581997135822,0.35446651113643307,0.08428603742138452,0.0006054394038343197
49,2.555688035914401,0.2644990526446062,0.8244308098420299,0.059976616928310265,0.29158850583338564,0.5500989867932405,0.08088932350351397,0.04843132887621274,0.35078479029334686,0.08498861716943075,0.0005897239234681487
50,2.540358208845635,0.245929604643481,0.8166634552869785,0.05929528610406469,0.29535526957744146,0.549324987040495,0.08118044207867064,0.04877287703399741,0.35891534854760154,0.08492093751007179,0.0005739358999522124
51,2.6217040437952366,0.2616547091955775,0.8840891822963567,0.05974947779213162,0.29087602920398464,0.547578492161672,0.08156091340905935,0.048581458931345536,0.3621473770115511,0.08546640054907297,0.000558093028643854
52,2.4048784243634245,0.2518002318842629,0.7304715980395546,0.056756350596500825,0.2822495521851224,0.5434421559591328,0.07980672855495158,0.04729291504310988,0.331106430964611,0.0819524581786406,0.0005422130663743132
53,2.4588967079592985,0.2601981519845041,0.7571291716025198,0.057515077109181044,0.28130209933778066,0.544821249791932,0.07996125018589299,0.04749696551214642,0.347673074723567,0.08279967628437773,0.0005263138115466863
54,2.4291569367877948,0.26200395676919747,0.7434650038480392,0.05614541123394938,0.28142183279542826,0.5417105823057059,0.0797570814664502,0.04745643835344826,0.3346431848102705,0.08255344071642538,0.000510413084187374
55,2.394824561296644,0.2575270753402927,0.7062301877840123,0.056800340783452724,0.2824808554459735,0.5444442223017959,0.08033073881615767,0.047494944403207555,0.3368761735461864,0.08264002554651474,0.0004945287059731966
56,2.4115259116733707,0.2534347429149382,0.720362487298456,0.05885807809944732,0.28590139688788446,0.545341308732803,0.08069767147697665,0.04803828031522866,0.33522313067508097,0.08366881396607685,0.000478678480256712
57,2.342954465111146,0.26743353740857634,0.6612051941394695,0.05551419315949248,0.2778224814154952,0.5403453810220876,0.07844049288315925,0.04638751643984297,0.33596719804182007,0.07983847356570194,0.0004628801721120388
58,2.3169718548637137,0.26074756379946223,0.6501696599583094,0.05571202536339788,0.27706849586985705,0.5401721537921638,0.07902254769635994,0.046749501509773375,0.32689204823533496,0.08043786270128225,0.0004471514884236148
59,2.24321139108679,0.26476181508422314,0.6053975884149221,0.05412323501204518,0.27075181509174046,0.5399152233039113,0.07808674863193979,0.04595540782824875,0.3059871188800153,0.078232434632213,0.0004315100580401761
60,2.280913084561669,0.25794801493776065,0.639778715580169,0.05581579439952951,0.27466946885302096,0.5379848782290072,0.07830771234727082,0.04642365674652462,0.3107457888736384,0.07923905026861243,0.0004159734120161752
61,2.28369612626171,0.2547394110113939,0.6471717070751397,0.057151620449675145,0.2734464252535277,0.5366008594797513,0.07835025288872008,0.04593709636819532,0.3114535765201037,0.07884516357989699,0.00040055896396282603
62,2.235466200385229,0.252407967513163,0.6412028029662099,0.054368143932234714,0.2690036843281639,0.5343343288110599,0.07720547013039875,0.04479987181966571,0.2860167056974368,0.07612722360158085,0.0003852839905307649
63,2.204685564840766,0.2616027526870518,0.5915017110880111,0.054597314921438544,0.2664906963632521,0.5361236804951575,0.07674538987917244,0.044637676169946516,0.29712276689882783,0.07586358435011013,0.00037016561204623205
64,2.1343223920732775,0.25031261485336337,0.548746904029836,0.05466239645953133,0.26594167264263374,0.5313978473002461,0.07668431234602276,0.0447188577834062,0.28605534559811674,0.07580243853757987,0.0003552207733224563
65,2.136496677057664,0.2624979648177406,0.5471635521475672,0.05406348499252418,0.26358395905846,0.5320495848444035,0.0764412474870204,0.04433759075099127,0.2814347255749929,0.07492456345390597,0.00034046622466775694
66,2.094522035224811,0.24650206069307545,0.5333607470830294,0.05375932975592948,0.26346841557399264,0.5289793156739668,0.07598578456775475,0.04418682091571988,0.27425249369238514,0.07402707394051714,0.0003259185031116493
67,2.1266538291324375,0.25724457229512576,0.5381941443490629,0.05424397967700673,0.26280363419457226,0.5308349162670892,0.07660171218014307,0.04447915823843087,0.28703640150560844,0.07521531039345941,0.00031159391386999523
68,2.1094328778004674,0.2523896760319741,0.5482394943494951,0.05365551851859773,0.2620336606675982,0.5281469217064054,0.07639305802973954,0.044344695382573525,0.2694431692453701,0.0747866853359632,0.00029750851206997235
69,2.047551320601627,0.2555448977351793,0.49318100804171344,0.05279882195716869,0.2569008923231012,0.5262586233721709,0.075729560860319,0.04366750834319102,0.27034695750118476,0.07312305187105986,0.00028367808475535013
70,2.0650880323532332,0.2623769904880831,0.49964221028562833,0.05339416940082163,0.2581732465383745,0.5290603793137758,0.07576584661638987,0.04386826906739085,0.2693843783066595,0.07342254240226584,0.0002701181331922126
71,2.0111236992658434,0.26912942440340176,0.4546358878213255,0.05224791577409691,0.25186941475043606,0.5251818727770804,0.07554430028586734,0.04335027172559764,0.26665706678986106,0.07250754116964325,0.0002568438554950137
72,2.007997520607879,0.2711759954654688,0.4579774960852544,0.05243799804782199,0.2519889715990068,0.5263969317978907,0.07489280547124463,0.04296990203798626,0.2584288214596331,0.07172860009951744,0.0002438701295923991
73,1.99971070286672,0.26648883017902686,0.4461833720334315,0.05420723761880883,0.2528994216522806,0.5247748575727977,0.07558747724562186,0.04333175601651283,0.2640608331732884,0.07217691884216486,0.00023121149655187622
74,2.0000751178743807,0.24282889300715088,0.46468613211998,0.05436037145509085,0.2574804541821398,0.5229789791433497,0.0759873125614867,0.044182105506649735,0.2634113676795499,0.0741595013363404,0.0002188821442820868
75,1.9632876273589128,0.2651631949677516,0.41992875014726905,0.05218990407332907,0.2481473538147242,0.5218366707517833,0.07536068497140663,0.04315100303872887,0.26539128643957816,0.07211877545514103,0.00020689589163084494
76,1.9600247747360116,0.25817337902699544,0.4266888243886935,0.0530541826397842,0.2523337225676612,0.5240981470053939,0.0757768315052942,0.04329562813626963,0.255031812940661,0.0715722486069001,0.00019526617289685358
77,1.9246008660731568,0.26599905502248344,0.3902125934945045,0.0525829939943372,0.2483815309280385,0.5229679658071915,0.07508727338086955,0.04306321199087635,0.25476435765982336,0.07154188193518636,0.00018400602277242762
78,1.9014598263471254,0.2715843454611321,0.3848968148139637,0.05104743979834525,0.24249456516948198,0.5216118562530208,0.07431327088123921,0.04214950678835631,0.24356884483831365,0.06979317961745286,0.00017312806173409422
79,1.909823479693562,0.265740915203614,0.38197530605101043,0.052053132440100174,0.24702859771898436,0.5223742657686721,0.07402648118068493,0.042605004946295856,0.2534956304326598,0.07052414837200309,0.00016264448189745373
80,1.8472466176299955,0.25001991214130176,0.3493639129901858,0.05167768523097038,0.2452360493269934,0.5193236834023942,0.07473834091625217,0.042772017485943295,0.24354168747433458,0.07057332037574854,0.00015256703335213433
81,1.8787908210119395,0.2430138418143549,0.37596481359355916,0.05285198133181592,0.2499653213047658,0.5191040315772102,0.07420383998722242,0.043038903706868976,0.2496740892896964,0.07097400070091138,0.00014290701099220132
82,1.8637982299677687,0.2494370577183204,0.3595509132492079,0.05257927772902531,0.2455831307701941,0.51714914467567,0.07469585241862423,0.04303134189006837,0.25075330698469933,0.07101819654823305,0.0001336752418567338
83,1.829344169279209,0.25610550334425536,0.3329129018011226,0.05168245305593152,0.2416989945894987,0.5176051844430469,0.07425225692377431,0.04252406028036198,0.24270739272677797,0.0698554214071735,0.00012488207299478382
84,1.8438967744166401,0.2603958907024741,0.336944046146644,0.05174439611273982,0.2418785928191592,0.5175848821162001,0.07468510336677846,0.04247678203322223,0.2480501311368386,0.07013694824864479,0.00011653735986831223
85,1.8035321939741198,0.25382221704716396,0.3253293483691467,0.05121816214605817,0.24055108380229492,0.5152628702902764,0.07394842685885847,0.0421894475652316,0.23194297432724925,0.06926766255440973,0.00010865045530609538
86,1.7923554108557367,0.2523861880380706,0.31229729631183034,0.05091832478044947,0.24138235496460436,0.5154464338181493,0.07422518551937601,0.04255589655153775,0.2331548814102548,0.06998884960154643,0.000101230199020995
87,1.774099140220153,0.25344115508859233,0.298288953799465,0.05079005986599093,0.2383990438997231,0.5158550556652642,0.07386204179573883,0.04206992033524519,0.23277673663390036,0.06861617035805517,9.428490770233347e-05
88,1.7676729300460157,0.25044157284025004,0.2901198173311577,0.05121563862706047,0.23788549866798334,0.5147430419039932,0.07398282590927384,0.042335892329279576,0.2378117108876035,0.06913692980508622,8.782236569446644e-05
89,1.7558433067342945,0.2519564109993065,0.2884432990109702,0.0513864503174322,0.23775168003011427,0.514556088738612,0.07378249935824172,0.04210065353464257,0.22723487336946474,0.06863134755591062,8.184981627202214e-05
90,1.7188126983536745,0.24769088979601978,0.26654836384788544,0.05046077944342915,0.23405435915609177,0.5121313512472278,0.0735051791090633,0.041895927462850854,0.22428058007899696,0.06824527465900275,7.637395352157669e-05
91,1.756947428906743,0.2563699187379686,0.28693075769990867,0.050660564572206995,0.23673689216559088,0.5149561288397938,0.07369909920808934,0.04200335062865705,0.22717318217397545,0.06841753496938878,7.140091483886127e-05
92,1.73115759066383,0.2474105796683515,0.2701176775667619,0.051161575379164756,0.23590501090086785,0.5120578890370088,0.07394537797287272,0.042257009214192225,0.22948897402141008,0.06881349972241389,6.693627404991447e-05
93,1.711220693941034,0.24475138939007154,0.2618973928006451,0.05044622609159839,0.23387958066200357,0.5118587181321201,0.07343721885174402,0.041764496191738935,0.22538033661543955,0.06780533640014993,6.298503516388792e-05
94,1.7143243779089536,0.2504957661224947,0.2518528244663696,0.050829212834688796,0.2333838279863174,0.5117397656717076,0.07339995878067616,0.04186104233095333,0.23264817350558964,0.06811380482815049,5.955162676450954e-05
95,1.7129809587422193,0.24995756498729949,0.26019573361359066,0.05062294352349496,0.23368625558738204,0.5113440345968183,0.07338925942999074,0.041885253234907674,0.2240514609027934,0.06784845721412969,5.6639897046486643e-05
96,1.7072920272294454,0.25310468878545345,0.2527064550013434,0.050744212170518506,0.23294833522983602,0.511562714300379,0.07389503340300002,0.04188576122026996,0.2222815737284435,0.06816324931552172,5.425310950241488e-05
97,1.6835193905965615,0.248237897867978,0.2365670817204821,0.050092486062910495,0.2314264527378482,0.5094253888994492,0.07343711874432834,0.041821859581751976,0.22463838263895963,0.06787272153879285,5.2393939265026926e-05
98,1.6974008530194604,0.2572593911729276,0.23841181279845655,0.04991559272703201,0.2289578059708881,0.5137479632688656,0.07286129467896704,0.041302203553305016,0.2279266500236919,0.06701813595720857,5.106447010888032e-05
99,1.6909498498119349,0.25488028190554624,0.24466808363060327,0.04960186070958945,0.23036068838673074,0.5105372439477358,0.07311130061047438,0.04133223913812094,0.21950029550779396,0.06695785493797791,5.026619211484325e-05
100,1.6898631867292335,0.265289259076775,0.23805798921600885,0.04972824691559398,0.22716111070608533,0.5108610975536554,0.07318295693224808,0.0412098327961678,0.21752414327119413,0.06684854958073205,5e-05
